card_name,in_perc_of_decks,avg_copies,deck_winrate,times_played,url,CLASS,RARITY,CARDTYPE,COLLECTIBLE,ELITE,COST,HEALTH,ATK,BATTLECRY,HAS_DIAMOND_QUALITY,MAX_SIDEBOARD_CARDS,DISCOVER,DECK_RULE_MOD_DECK_SIZE,MANATHIRST,TAG_SCRIPT_DATA_NUM_1,ENCHANTMENT_BIRTH_VISUAL,ENCHANTMENT_IDLE_VISUAL,CARDRACE,FACTION,TAUNT,AttackVisualType,TITAN,DONT_PICK_FROM_SUBSETS,AFFECTED_BY_HEALING_DOES_DAMAGE,COUNTER,USE_DISCOVER_VISUALS,AURA,DEATHRATTLE,FREEZE,DECK_ACTION_COST,FORGE,COLLECTION_RELATED_CARD_DATABASE_ID,FORGES_INTO,TRIGGER_VISUAL,MINI_SET,DIVINE_SHIELD,TECH_LEVEL,IS_BACON_POOL_MINION,CHARGE,HAS_SIGNATURE_QUALITY,MULTI_CLASS_GROUP,MULTIPLE_CLASSES,COMBO,COST_UNHOLY,CANT_BE_DAMAGED,OVERLOAD,REBORN,RUSH,DREDGE,SPELLPOWER,KABAL,CORPSE,SECRET,ADJACENT_BUFF,WHELP,BONUSEFFECTS,MAGNETIC,ENTITY_TAG_THRESHOLD_TAG_ID,ENTITY_TAG_THRESHOLD_VALUE,FROZEN,WINDFURY,FAST_BATTLECRY,OUTCAST,COST_FROST,POISONOUS,DevState,IMP,TOPDECK,FINALE,QUEST,LIFESTEAL,JADE_GOLEM,JADE_LOTUS,OVERKILL,CARD_COSTS_HEALTH,CHOOSE_ONE,INFUSE,TAG_SCRIPT_DATA_NUM_2,COST_BLOOD,COLOSSAL,TRANSFORMED_FROM_CARD_VISUAL_TYPE,START_OF_GAME,DISPLAY_CARD_ON_MOUSEOVER,COLOSSAL_LIMB_ON_LEFT,STEALTH,TRADEABLE,COLLECTIONMANAGER_FILTER_MANA_EVEN,SILENCE,FRENZY,EMPOWER,SPELLBURST,CORRUPT,RITUAL,EVILZUG,DORMANT,DECK_RULE_COUNT_AS_COPY_OF_CARD_ID,DEATH_KNIGHT,PLAYER_TAG_THRESHOLD_TAG_ID,PLAYER_TAG_THRESHOLD_VALUE,ADAPT,HEROPOWER_DAMAGE,DISCARD_CARDS,INSPIRE,ECHO,HONORABLEKILL,ENRAGED,RECRUIT,GRIMY_GOONS,MAGNETIC_TO_RACE,OVERHEAL,MULTIPLY_BUFF_VALUE,TARGETING_ARROW_TYPE,IMMUNE_WHILE_ATTACKING,CORRUPTEDCARD,VOODOO_LINK,COLLECTIONMANAGER_FILTER_MANA_ODD,SPARE_PART,EXTRA_DEATHRATTLES_BASE,SPELLPOWER_FIRE,DURABILITY,SPELLPOWER_NATURE,MEGA_WINDFURY,CASTSWHENDRAWN,FORGETFUL,FINISH_ATTACK_SPELL_ON_DAMAGE
Holy Champion,0.08%,1.9,36.10%,110,https://hearthstone.fandom.com//wiki/Holy_Champion,6.0,1.0,4.0,1.0,0.0,2.0,4.0,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Dollmaster Dorian,0.10%,1,33.50%,110,https://hearthstone.fandom.com//wiki/Dollmaster_Dorian,12.0,5.0,4.0,1.0,1.0,5.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candletaker,0.07%,1.7,44.00%,110,https://hearthstone.fandom.com//wiki/Candletaker,12.0,1.0,4.0,1.0,0.0,3.0,2.0,3.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auctionmaster Beardo,0.10%,1,54.10%,110,https://hearthstone.fandom.com//wiki/Auctionmaster_Beardo,12.0,5.0,4.0,1.0,1.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whirlweaver,0.10%,1.3,58.30%,110,https://hearthstone.fandom.com//wiki/Whirlweaver,4.0,3.0,4.0,1.0,,3.0,3.0,4.0,1.0,,,1.0,,,,,,18.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxicologist,0.06%,1.7,57.60%,110,https://hearthstone.fandom.com//wiki/Toxicologist,12.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tess Greymane,0.30%,1,52.70%,110,https://hearthstone.fandom.com//wiki/Tess_Greymane,7.0,5.0,4.0,1.0,1.0,7.0,6.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Messenger Raven,0.08%,1.4,44.90%,110,https://hearthstone.fandom.com//wiki/Messenger_Raven,4.0,1.0,4.0,1.0,0.0,3.0,2.0,3.0,1.0,,,1.0,,,,0.0,0.0,20.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hakkar, the Soulflayer",0.30%,1,45.20%,110,"https://hearthstone.fandom.com//wiki/Hakkar,_the_Soulflayer",12.0,5.0,4.0,1.0,1.0,10.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,1.0,,,,50455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentle Megasaur,0.10%,1.6,62.80%,110,https://hearthstone.fandom.com//wiki/Gentle_Megasaur,12.0,4.0,4.0,1.0,0.0,4.0,4.0,5.0,1.0,,,,,,,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Felgorger,0.08%,1.6,46.20%,110,https://hearthstone.fandom.com//wiki/Felgorger,14.0,4.0,4.0,1.0,,4.0,3.0,4.0,1.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deathbringer Saurfang,0.20%,1,44.50%,110,https://hearthstone.fandom.com//wiki/Deathbringer_Saurfang,1.0,5.0,4.0,1.0,1.0,5.0,5.0,3.0,,1.0,,,,,,,,11.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleric of Scales,0.09%,1.2,51.20%,110,https://hearthstone.fandom.com//wiki/Cleric_of_Scales,6.0,3.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeram Cultist,0.09%,1.6,50.50%,110,https://hearthstone.fandom.com//wiki/Skeram_Cultist,12.0,3.0,4.0,1.0,0.0,6.0,6.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,38857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Replicating Menace,0.10%,1.5,54.00%,110,https://hearthstone.fandom.com//wiki/Replicating_Menace,12.0,3.0,4.0,1.0,,4.0,2.0,3.0,,,,,,,,,,17.0,,,,,,,,,,1.0,,,,48842.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobold Geomancer,0.07%,1.9,39.40%,110,https://hearthstone.fandom.com//wiki/Kobold_Geomancer,12.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,,,,,,,,0.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaivebound Adept,0.10%,1.7,51.70%,110,https://hearthstone.fandom.com//wiki/Glaivebound_Adept,14.0,2.0,4.0,1.0,,5.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlefiend,0.05%,2,45.00%,110,https://hearthstone.fandom.com//wiki/Battlefiend,14.0,1.0,4.0,1.0,,1.0,2.0,1.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Templar Captain,0.10%,1.5,55.50%,110,https://hearthstone.fandom.com//wiki/Templar_Captain,5.0,3.0,4.0,1.0,,8.0,8.0,8.0,,,,,,,,,,,,1.0,,,,,,,,,,,,71151.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feugen,0.20%,1,50.30%,110,https://hearthstone.fandom.com//wiki/Feugen,12.0,5.0,4.0,1.0,1.0,5.0,7.0,4.0,,,,,,,,0.0,0.0,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Translocation Instructor,0.10%,1.3,41.40%,110,https://hearthstone.fandom.com//wiki/Translocation_Instructor,12.0,3.0,4.0,1.0,,5.0,4.0,4.0,1.0,,,,,,,0.0,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southsea Scoundrel,0.10%,1.1,44.00%,110,https://hearthstone.fandom.com//wiki/Southsea_Scoundrel,12.0,4.0,4.0,1.0,,4.0,5.0,5.0,1.0,,,1.0,,,,,,23.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skybarge,0.10%,1.6,64.40%,110,https://hearthstone.fandom.com//wiki/Skybarge,10.0,3.0,4.0,1.0,,3.0,5.0,2.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyvateer,0.06%,1.4,45.60%,110,https://hearthstone.fandom.com//wiki/Skyvateer,7.0,1.0,4.0,1.0,0.0,2.0,3.0,1.0,,,,,,,,0.0,0.0,23.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seaforium Bomber,0.20%,1.2,48.30%,110,https://hearthstone.fandom.com//wiki/Seaforium_Bomber,12.0,4.0,4.0,1.0,0.0,5.0,5.0,5.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,48752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyra the Sunshard,0.20%,1,49.90%,110,https://hearthstone.fandom.com//wiki/Lyra_the_Sunshard,6.0,5.0,4.0,1.0,1.0,5.0,5.0,3.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fungalmancer,0.10%,1.3,59.90%,110,https://hearthstone.fandom.com//wiki/Fungalmancer,12.0,1.0,4.0,1.0,0.0,5.0,2.0,2.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al'Akir the Windlord,0.30%,1,52.30%,110,https://hearthstone.fandom.com//wiki/Al%27Akir_the_Windlord,8.0,5.0,4.0,1.0,1.0,8.0,6.0,3.0,,,,,,,,0.0,0.0,18.0,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troublemaker,0.10%,1.5,59.20%,110,https://hearthstone.fandom.com//wiki/Troublemaker,10.0,3.0,4.0,1.0,,8.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,59949.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmerfly,0.09%,1.5,53.70%,110,https://hearthstone.fandom.com//wiki/Shimmerfly,3.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,20.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shan'do Wildclaw,0.20%,1,56.10%,110,https://hearthstone.fandom.com//wiki/Shan%27do_Wildclaw,3.0,5.0,4.0,1.0,1.0,3.0,3.0,3.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guild Trader,0.20%,1.8,55.20%,110,https://hearthstone.fandom.com//wiki/Guild_Trader,12.0,1.0,4.0,1.0,,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishflinger,0.09%,1.8,65.70%,110,https://hearthstone.fandom.com//wiki/Fishflinger,12.0,1.0,4.0,1.0,0.0,2.0,2.0,3.0,1.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drakkari Embalmer,0.09%,1.5,62.40%,110,https://hearthstone.fandom.com//wiki/Drakkari_Embalmer,12.0,1.0,4.0,1.0,,3.0,4.0,3.0,1.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apexis Smuggler,0.10%,1.1,54.50%,110,https://hearthstone.fandom.com//wiki/Apexis_Smuggler,4.0,4.0,4.0,1.0,,2.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyromaniac,0.10%,1.3,58.80%,110,https://hearthstone.fandom.com//wiki/Pyromaniac,4.0,3.0,4.0,1.0,0.0,3.0,4.0,3.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin the Fox,0.30%,1,48.80%,110,https://hearthstone.fandom.com//wiki/Marin_the_Fox,12.0,5.0,4.0,1.0,1.0,8.0,6.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madam Goya,0.07%,1,38.70%,110,https://hearthstone.fandom.com//wiki/Madam_Goya,12.0,5.0,4.0,1.0,1.0,6.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Y'Shaarj, the Defiler",0.40%,1,48.50%,110,"https://hearthstone.fandom.com//wiki/Y%27Shaarj,_the_Defiler",12.0,5.0,4.0,1.0,1.0,10.0,10.0,10.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Keeper Stalladris,0.10%,1,48.30%,110,https://hearthstone.fandom.com//wiki/Keeper_Stalladris,2.0,5.0,4.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vulpera Toxinblade,0.06%,1.9,64.60%,100,https://hearthstone.fandom.com//wiki/Vulpera_Toxinblade,7.0,1.0,4.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaku, the Collector",0.10%,1,47.00%,100,"https://hearthstone.fandom.com//wiki/Shaku,_the_Collector",7.0,5.0,4.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirate Admiral Hooktusk,0.20%,1,56.60%,100,https://hearthstone.fandom.com//wiki/Pirate_Admiral_Hooktusk,7.0,5.0,4.0,1.0,1.0,8.0,8.0,8.0,1.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice Walker,0.08%,1.4,52.80%,100,https://hearthstone.fandom.com//wiki/Ice_Walker,4.0,3.0,4.0,1.0,,2.0,3.0,1.0,,,,,,,,,,18.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonelord Frostwhisper,0.20%,1,28.80%,100,https://hearthstone.fandom.com//wiki/Bonelord_Frostwhisper,12.0,5.0,4.0,1.0,1.0,6.0,6.0,6.0,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilefin Tidehunter,0.08%,1.5,59.40%,100,https://hearthstone.fandom.com//wiki/Bilefin_Tidehunter,12.0,1.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,,,,,,,0.0,0.0,14.0,,1.0,,,,,,,,,,,,38537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azsharan Scavenger,0.07%,1.9,49.10%,100,https://hearthstone.fandom.com//wiki/Azsharan_Scavenger,9.0,1.0,4.0,1.0,,2.0,3.0,2.0,1.0,,,,,,,0.0,0.0,14.0,3.0,,,,,,,,,,,,,78672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aldor Peacekeeper,0.10%,1.4,50.20%,100,https://hearthstone.fandom.com//wiki/Aldor_Peacekeeper,5.0,3.0,4.0,1.0,0.0,3.0,3.0,3.0,1.0,,,,,,,0.0,0.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Witch's Apprentice,0.09%,1.2,58.10%,100,https://hearthstone.fandom.com//wiki/Witch%27s_Apprentice,8.0,1.0,4.0,1.0,0.0,1.0,1.0,,1.0,,,,,,,,,20.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvermoon Armorer,0.08%,1.8,45.90%,100,https://hearthstone.fandom.com//wiki/Silvermoon_Armorer,12.0,1.0,4.0,1.0,,4.0,4.0,4.0,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Sunfish,0.07%,1.4,60.10%,100,https://hearthstone.fandom.com//wiki/Shimmering_Sunfish,5.0,3.0,4.0,1.0,,3.0,5.0,2.0,1.0,,,,,,,,,20.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meanstreet Marshal,0.04%,2,59.10%,100,https://hearthstone.fandom.com//wiki/Meanstreet_Marshal,5.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spymistress,0.09%,1.5,45.60%,100,https://hearthstone.fandom.com//wiki/Spymistress,7.0,1.0,4.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sightless Watcher,0.07%,1.6,39.20%,100,https://hearthstone.fandom.com//wiki/Sightless_Watcher,14.0,2.0,4.0,1.0,,2.0,2.0,3.0,1.0,,,,,,,,,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Thresher,0.09%,1.8,63.10%,100,https://hearthstone.fandom.com//wiki/Lake_Thresher,12.0,1.0,4.0,1.0,0.0,5.0,6.0,4.0,,,,,,,,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inkmaster Solia,0.20%,1,54.80%,100,https://hearthstone.fandom.com//wiki/Inkmaster_Solia,4.0,5.0,4.0,1.0,1.0,7.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dune Sculptor,0.10%,1.2,47.10%,100,https://hearthstone.fandom.com//wiki/Dune_Sculptor,4.0,3.0,4.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcane Tyrant,0.06%,1.7,50.70%,100,https://hearthstone.fandom.com//wiki/Arcane_Tyrant,12.0,4.0,4.0,1.0,0.0,5.0,4.0,4.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Breeder,0.10%,1.2,61.10%,100,https://hearthstone.fandom.com//wiki/Dragon_Breeder,12.0,3.0,4.0,1.0,,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
